Station,Stn No.,Type,Parameter,TS Name,TS ID,From,To
Gauge - Carp River near Kinburn,02KF011,HG,Stage,122.ShiftCorrection,54546042,1972-01-01 0:00,2023-06-15 12:40
Gauge - Mississippi River below Marble Lake,02KF016,HG,Stage,122.ShiftCorrection,54547042,1986-03-09 0:00,2023-06-15 12:35
Gauge - Buckshot Creek near Plevna,02KF017,HG,Stage,122.ShiftCorrection,54548042,1994-03-07 12:00,2023-06-15 12:40
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,122.ShiftCorrection,54549042,1974-09-17 11:00,2023-06-13 15:30
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,122.ShiftCorrection,54550042,2011-12-01 0:00,2023-06-13 15:30
Gauge - Shabomeka Lake,MVCA1,HG,Stage,180.TargetMin,60711042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,180.TargetMin,60717042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,180.TargetMin,60723042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,180.TargetMin,60729042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,180.TargetMin,60735042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,180.TargetMin,60741042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Lanark,MVCA7,HG,Stage,180.TargetMin,60747042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,180.TargetMin,60753042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Mosque Lake,MVCA30,HG,Stage,180.TargetMin,62729042,,
Gauge - Pine Lake,MVCA24,HG,Stage,180.TargetMin,62749042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,180.TargetMin,62755042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Mississippi River at High Falls,MVCA26,HG,Stage,180.TargetMin,62761042,2021-01-01 0:00,2021-01-01 0:00
Gauge - Summit Lake,MVCA27,HG,Stage,180.TargetMin,62767042,,
Gauge - Malcolm Lake,MVCA23,HG,Stage,180.TargetMin,62773042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,180.TargetMin,62779042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Canonto Lake,MVCA13,HG,Stage,180.TargetMin,62785042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,180.TargetMin,62791042,,
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,180.TargetMin,62797042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,180.TargetMin,62803042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,180.TargetMin,78881042,,
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,180.TargetMin,79598042,,
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,180.TargetMin,79698042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,180.TargetMin,79760042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,180.TargetMin,79775042,,
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,180.TargetMin,79982042,,
Gauge - Clyde River near Lanark,02KF010,HG,Stage,180.TargetMin,80044042,,
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,180.TargetMin,80238042,,
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,180.TargetMin,80537042,,
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,180.TargetMin,80570042,,
Gauge - Lanark Dam,MVCA18,HG,Stage,180.TargetMin,80687042,,
Gauge - Shabomeka Lake,MVCA1,HG,Stage,181.TargetMax,60712042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,181.TargetMax,60718042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,181.TargetMax,60724042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,181.TargetMax,60730042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,181.TargetMax,60736042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,181.TargetMax,60742042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Lanark,MVCA7,HG,Stage,181.TargetMax,60748042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,181.TargetMax,60754042,1900-01-05 0:00,2021-12-27 0:00
Gauge - Mosque Lake,MVCA30,HG,Stage,181.TargetMax,62730042,,
Gauge - Pine Lake,MVCA24,HG,Stage,181.TargetMax,62750042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,181.TargetMax,62756042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Mississippi River at High Falls,MVCA26,HG,Stage,181.TargetMax,62762042,2021-01-01 0:00,2021-01-01 0:00
Gauge - Summit Lake,MVCA27,HG,Stage,181.TargetMax,62768042,,
Gauge - Malcolm Lake,MVCA23,HG,Stage,181.TargetMax,62774042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,181.TargetMax,62780042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Canonto Lake,MVCA13,HG,Stage,181.TargetMax,62786042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,181.TargetMax,62792042,,
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,181.TargetMax,62798042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,181.TargetMax,62804042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,181.TargetMax,78882042,,
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,181.TargetMax,79599042,,
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,181.TargetMax,79699042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,181.TargetMax,79761042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,181.TargetMax,79776042,,
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,181.TargetMax,79983042,,
Gauge - Clyde River near Lanark,02KF010,HG,Stage,181.TargetMax,80045042,,
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,181.TargetMax,80239042,,
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,181.TargetMax,80538042,,
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,181.TargetMax,80571042,,
Gauge - Lanark Dam,MVCA18,HG,Stage,181.TargetMax,80688042,,
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,182.TargetMean,62721042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,182.TargetMean,62723042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,182.TargetMean,62725042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,182.TargetMean,62727042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Mosque Lake,MVCA30,HG,Stage,182.TargetMean,62731042,,
Gauge - Big Gull Lake,MVCA4,HG,Stage,182.TargetMean,62735042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Lanark,MVCA7,HG,Stage,182.TargetMean,62743042,2021-01-01 0:00,2021-12-27 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,182.TargetMean,62745042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,182.TargetMean,62747042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Pine Lake,MVCA24,HG,Stage,182.TargetMean,62751042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,182.TargetMean,62757042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Mississippi River at High Falls,MVCA26,HG,Stage,182.TargetMean,62763042,2021-01-01 0:00,2021-01-01 0:00
Gauge - Summit Lake,MVCA27,HG,Stage,182.TargetMean,62769042,,
Gauge - Malcolm Lake,MVCA23,HG,Stage,182.TargetMean,62775042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,182.TargetMean,62781042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Canonto Lake,MVCA13,HG,Stage,182.TargetMean,62787042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,182.TargetMean,62793042,,
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,182.TargetMean,62799042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,182.TargetMean,62805042,2021-01-04 0:00,2021-12-27 0:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,182.TargetMean,78887042,,
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,182.TargetMean,79604042,,
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,182.TargetMean,79704042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,182.TargetMean,79766042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,182.TargetMean,79777042,,
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,182.TargetMean,79988042,,
Gauge - Clyde River near Lanark,02KF010,HG,Stage,182.TargetMean,80050042,,
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,182.TargetMean,80244042,,
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,182.TargetMean,80543042,,
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,182.TargetMean,80576042,,
Gauge - Lanark Dam,MVCA18,HG,Stage,182.TargetMean,80689042,,
Gauge - Mazinaw Lake,MVCA2,HG,Stage,201.HourlyMean,39610042,1994-04-28 0:00,2023-06-12 11:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,201.HourlyMean,53619042,1994-09-03 0:00,2023-06-15 14:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,201.HourlyMean,53730042,1994-12-01 0:00,2023-06-15 14:00
Gauge - Canonto Lake,MVCA13,HG,Stage,201.HourlyMean,53767042,2016-11-16 0:00,2023-06-15 14:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,201.HourlyMean,53788042,2008-11-18 0:00,2023-06-15 14:00
Gauge - Carp River at Maple Grove,MVCA10,HG,Stage,201.HourlyMean,53809042,2016-02-29 4:00,2020-10-20 6:00
Gauge - Crotch Lake,MVCA5,HG,Stage,201.HourlyMean,53830042,1991-10-30 0:00,2015-07-14 11:00
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,201.HourlyMean,53851042,2003-04-28 0:00,2023-06-13 16:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,201.HourlyMean,53872042,1993-12-13 0:00,2023-06-15 14:00
Gauge - Lanark,MVCA7,HG,Stage,201.HourlyMean,53893042,2011-12-28 0:00,2023-06-15 14:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,201.HourlyMean,53934042,2013-02-18 0:00,2023-06-15 14:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,201.HourlyMean,53955042,2002-02-01 1:00,2023-06-15 14:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,201.HourlyMean,53976042,2015-11-20 13:00,2023-06-15 14:00
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,201.HourlyMean,53997042,2018-12-20 13:00,2023-06-15 14:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,201.HourlyMean,54018042,2000-01-13 11:00,2023-06-15 14:00
Gauge - Widow Lake,MVCA17,HG,Stage,201.HourlyMean,54039042,2017-09-15 11:00,2023-06-15 14:00
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,201.HourlyMean,54270042,2003-04-03 0:00,2023-06-13 16:00
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,201.HourlyMean,54291042,1974-09-17 11:00,2023-06-13 16:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,201.HourlyMean,54312042,1950-10-04 23:00,2023-06-15 11:00
Gauge - Malcolm Lake,MVCA23,HG,Stage,201.HourlyMean,60820042,2010-04-05 0:00,2023-05-26 6:00
Gauge - Pine Lake,MVCA24,HG,Stage,201.HourlyMean,60838042,2020-11-06 13:00,2023-06-15 13:00
Gauge - Buckshot Lake,MVCA25,HG,Stage,201.HourlyMean,60843042,2022-08-02 10:00,2023-06-15 14:00
Gauge - Summit Lake,MVCA27,HG,Stage,201.HourlyMean,60848042,2019-07-20 9:00,2023-06-15 13:00
Gauge - Silver Lake,MVCA28,HG,Stage,201.HourlyMean,60853042,2020-11-03 0:00,2023-06-15 14:00
Gauge - Mosque Lake,MVCA30,HG,Stage,201.HourlyMean,60858042,2020-11-01 0:00,2023-06-15 13:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,201.HourlyMean,78860042,2022-08-19 20:00,2023-06-15 14:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,201.HourlyMean,79577042,2022-12-07 10:00,2023-04-11 14:00
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,201.HourlyMean,79677042,2022-12-07 10:00,2023-05-22 11:00
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,201.HourlyMean,79739042,2022-12-07 11:00,2023-05-22 11:00
Gauge - Carp River near Kinburn,02KF011,HG,Stage,201.HourlyMean,79778042,1972-01-01 0:00,2023-06-15 13:00
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,201.HourlyMean,79961042,1985-04-11 0:00,2023-06-15 13:00
Gauge - Clyde River near Lanark,02KF010,HG,Stage,201.HourlyMean,80023042,1991-01-01 0:00,2023-06-15 13:00
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,201.HourlyMean,80217042,2018-11-06 15:00,2023-06-15 16:00
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,201.HourlyMean,80516042,1986-07-09 0:00,2023-06-15 18:00
Gauge - Lanark Dam,MVCA18,HG,Stage,201.HourlyMean,80690042,2023-05-10 9:00,2023-06-15 13:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,202.DailyMean,53620042,1994-09-03 0:00,2023-06-16 0:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,202.DailyMean,53731042,1994-12-01 0:00,2023-06-16 0:00
Gauge - Canonto Lake,MVCA13,HG,Stage,202.DailyMean,53768042,2016-11-16 0:00,2023-06-16 0:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,202.DailyMean,53789042,2008-11-18 0:00,2023-06-16 0:00
Gauge - Carp River at Maple Grove,MVCA10,HG,Stage,202.DailyMean,53810042,2016-02-29 0:00,2020-10-21 0:00
Gauge - Crotch Lake,MVCA5,HG,Stage,202.DailyMean,53831042,1991-10-30 0:00,2015-07-15 0:00
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,202.DailyMean,53852042,2000-05-27 0:00,2023-06-14 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,202.DailyMean,53873042,1993-12-13 0:00,2023-06-16 0:00
Gauge - Lanark,MVCA7,HG,Stage,202.DailyMean,53894042,2011-12-28 0:00,2023-06-16 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,202.DailyMean,53914042,1994-04-28 0:00,2023-06-13 0:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,202.DailyMean,53935042,2013-02-18 0:00,2023-06-16 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,202.DailyMean,53956042,2002-02-01 0:00,2023-06-16 0:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,202.DailyMean,53977042,2015-11-20 0:00,2023-06-16 0:00
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,202.DailyMean,53998042,2018-12-20 0:00,2023-06-16 0:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,202.DailyMean,54019042,2000-01-13 0:00,2023-06-16 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,202.DailyMean,54040042,2017-09-15 0:00,2023-06-16 0:00
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,202.DailyMean,54271042,2003-04-03 0:00,2023-06-14 0:00
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,202.DailyMean,54292042,1974-09-17 0:00,2023-06-14 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,202.DailyMean,54313042,1950-10-04 0:00,2023-06-16 0:00
Gauge - Malcolm Lake,MVCA23,HG,Stage,202.DailyMean,60821042,2010-04-05 0:00,2023-05-27 0:00
Gauge - Pine Lake,MVCA24,HG,Stage,202.DailyMean,60839042,2020-11-06 0:00,2023-06-16 0:00
Gauge - Buckshot Lake,MVCA25,HG,Stage,202.DailyMean,60844042,2022-08-02 0:00,2023-06-16 0:00
Gauge - Summit Lake,MVCA27,HG,Stage,202.DailyMean,60849042,2019-07-20 0:00,2023-06-16 0:00
Gauge - Silver Lake,MVCA28,HG,Stage,202.DailyMean,60854042,2020-11-03 0:00,2023-06-16 0:00
Gauge - Mosque Lake,MVCA30,HG,Stage,202.DailyMean,60859042,2020-11-01 0:00,2023-06-16 0:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,202.DailyMean,78861042,2022-08-19 0:00,2023-06-16 0:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,202.DailyMean,79578042,2022-12-07 0:00,2023-04-12 0:00
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,202.DailyMean,79678042,2022-12-07 0:00,2023-05-23 0:00
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,202.DailyMean,79740042,2022-12-07 0:00,2023-05-23 0:00
Gauge - Carp River near Kinburn,02KF011,HG,Stage,202.DailyMean,79779042,1972-01-01 0:00,2023-06-16 0:00
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,202.DailyMean,79962042,1985-04-11 0:00,2023-06-16 0:00
Gauge - Clyde River near Lanark,02KF010,HG,Stage,202.DailyMean,80024042,1991-01-01 0:00,2023-06-16 0:00
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,202.DailyMean,80218042,2018-11-06 0:00,2023-06-16 0:00
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,202.DailyMean,80517042,1986-07-09 0:00,2023-06-16 0:00
Gauge - Lanark Dam,MVCA18,HG,Stage,202.DailyMean,80691042,2023-05-10 0:00,2023-06-16 0:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,203.WeeklyMean,53621042,1994-08-29 0:00,2023-06-19 0:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,203.WeeklyMean,53732042,1994-11-28 0:00,2023-06-19 0:00
Gauge - Canonto Lake,MVCA13,HG,Stage,203.WeeklyMean,53769042,2016-11-14 0:00,2023-06-19 0:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,203.WeeklyMean,53790042,2008-11-17 0:00,2023-06-19 0:00
Gauge - Carp River at Maple Grove,MVCA10,HG,Stage,203.WeeklyMean,53811042,2016-02-29 0:00,2020-10-26 0:00
Gauge - Crotch Lake,MVCA5,HG,Stage,203.WeeklyMean,53832042,1991-10-28 0:00,2015-07-20 0:00
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,203.WeeklyMean,53853042,2000-05-22 0:00,2023-06-19 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,203.WeeklyMean,53874042,1993-12-13 0:00,2023-06-19 0:00
Gauge - Lanark,MVCA7,HG,Stage,203.WeeklyMean,53895042,2011-12-26 0:00,2023-06-19 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,203.WeeklyMean,53915042,1994-04-25 0:00,2023-06-19 0:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,203.WeeklyMean,53936042,2013-02-18 0:00,2023-06-19 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,203.WeeklyMean,53957042,2002-01-28 0:00,2023-06-19 0:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,203.WeeklyMean,53978042,2015-11-16 0:00,2023-06-19 0:00
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,203.WeeklyMean,53999042,2018-12-17 0:00,2023-06-19 0:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,203.WeeklyMean,54020042,2000-01-10 0:00,2023-06-19 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,203.WeeklyMean,54041042,2017-09-11 0:00,2023-06-19 0:00
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,203.WeeklyMean,54272042,2003-03-31 0:00,2023-06-19 0:00
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,203.WeeklyMean,54293042,1974-09-16 0:00,2023-06-19 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,203.WeeklyMean,54314042,1950-10-02 0:00,2023-06-19 0:00
Gauge - Malcolm Lake,MVCA23,HG,Stage,203.WeeklyMean,60822042,2010-04-05 0:00,2023-05-29 0:00
Gauge - Pine Lake,MVCA24,HG,Stage,203.WeeklyMean,60840042,2020-11-02 0:00,2023-06-19 0:00
Gauge - Buckshot Lake,MVCA25,HG,Stage,203.WeeklyMean,60845042,2022-08-01 0:00,2023-06-19 0:00
Gauge - Summit Lake,MVCA27,HG,Stage,203.WeeklyMean,60850042,2019-07-15 0:00,2023-06-19 0:00
Gauge - Silver Lake,MVCA28,HG,Stage,203.WeeklyMean,60855042,2020-11-02 0:00,2023-06-19 0:00
Gauge - Mosque Lake,MVCA30,HG,Stage,203.WeeklyMean,60860042,2020-10-26 0:00,2023-06-19 0:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,203.WeeklyMean,78862042,2022-08-15 0:00,2023-06-19 0:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,203.WeeklyMean,79579042,2022-12-05 0:00,2023-04-17 0:00
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,203.WeeklyMean,79679042,2022-12-05 0:00,2023-05-29 0:00
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,203.WeeklyMean,79741042,2022-12-05 0:00,2023-05-29 0:00
Gauge - Carp River near Kinburn,02KF011,HG,Stage,203.WeeklyMean,79780042,1971-12-27 0:00,2023-06-19 0:00
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,203.WeeklyMean,79963042,1985-04-08 0:00,2023-06-19 0:00
Gauge - Clyde River near Lanark,02KF010,HG,Stage,203.WeeklyMean,80025042,1990-12-31 0:00,2023-06-19 0:00
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,203.WeeklyMean,80219042,2018-11-05 0:00,2023-06-19 0:00
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,203.WeeklyMean,80518042,1986-07-07 0:00,2023-06-19 0:00
Gauge - Lanark Dam,MVCA18,HG,Stage,203.WeeklyMean,80692042,2023-05-08 0:00,2023-06-19 0:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,204.MonthlyMean,53622042,1994-09-01 0:00,2023-07-01 0:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,204.MonthlyMean,53733042,1994-12-01 0:00,2023-07-01 0:00
Gauge - Canonto Lake,MVCA13,HG,Stage,204.MonthlyMean,53770042,2016-11-01 0:00,2023-07-01 0:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,204.MonthlyMean,53791042,2008-11-01 0:00,2023-07-01 0:00
Gauge - Carp River at Maple Grove,MVCA10,HG,Stage,204.MonthlyMean,53812042,2016-02-01 0:00,2020-11-01 0:00
Gauge - Crotch Lake,MVCA5,HG,Stage,204.MonthlyMean,53833042,1991-10-01 0:00,2015-08-01 0:00
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,204.MonthlyMean,53854042,2000-05-01 0:00,2023-07-01 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,204.MonthlyMean,53875042,1993-12-01 0:00,2023-07-01 0:00
Gauge - Lanark,MVCA7,HG,Stage,204.MonthlyMean,53896042,2011-12-01 0:00,2023-07-01 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,204.MonthlyMean,53916042,1994-04-01 0:00,2023-07-01 0:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,204.MonthlyMean,53937042,2013-02-01 0:00,2023-07-01 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,204.MonthlyMean,53958042,2002-02-01 0:00,2023-07-01 0:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,204.MonthlyMean,53979042,2015-11-01 0:00,2023-07-01 0:00
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,204.MonthlyMean,54000042,2018-12-01 0:00,2023-07-01 0:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,204.MonthlyMean,54021042,2000-01-01 0:00,2023-07-01 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,204.MonthlyMean,54042042,2017-09-01 0:00,2023-07-01 0:00
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,204.MonthlyMean,54273042,2003-04-01 0:00,2023-07-01 0:00
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,204.MonthlyMean,54294042,1974-09-01 0:00,2023-07-01 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,204.MonthlyMean,54315042,1950-10-01 0:00,2023-07-01 0:00
Gauge - Malcolm Lake,MVCA23,HG,Stage,204.MonthlyMean,60823042,2010-04-01 0:00,2023-06-01 0:00
Gauge - Pine Lake,MVCA24,HG,Stage,204.MonthlyMean,60841042,2020-11-01 0:00,2023-07-01 0:00
Gauge - Buckshot Lake,MVCA25,HG,Stage,204.MonthlyMean,60846042,2022-08-01 0:00,2023-07-01 0:00
Gauge - Summit Lake,MVCA27,HG,Stage,204.MonthlyMean,60851042,2019-07-01 0:00,2023-07-01 0:00
Gauge - Silver Lake,MVCA28,HG,Stage,204.MonthlyMean,60856042,2020-11-01 0:00,2023-07-01 0:00
Gauge - Mosque Lake,MVCA30,HG,Stage,204.MonthlyMean,60861042,2020-11-01 0:00,2023-07-01 0:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,204.MonthlyMean,78863042,2022-08-01 0:00,2023-07-01 0:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,204.MonthlyMean,79580042,2022-12-01 0:00,2023-05-01 0:00
